image_name,image_id,object_id,class_number,class_name,y_min,x_min,y_max,x_max,f1,f2,y_min_sqrt,x_min_sqrt,y_max_sqrt,x_max_sqrt,prediction_sqrt,prediction,distance
1622212304.0581985.jpg,48,235,1,person,227,1,278,1,0,25.5,15.07,1.00,16.67,1.00,0.57,0.32,172
1622212304.0581985.jpg,48,236,1,person,227,1,278,1,0,25.5,15.07,1.00,16.67,1.00,0.57,0.32,172
1622212304.0581985.jpg,48,237,1,person,227,1,278,1,0,25.5,15.07,1.00,16.67,1.00,0.57,0.32,172
1622212304.0581985.jpg,48,238,1,person,227,1,278,1,0,25.5,15.07,1.00,16.67,1.00,0.57,0.32,172
1622212304.0581985.jpg,48,239,1,person,227,1,278,1,0,25.5,15.07,1.00,16.67,1.00,0.57,0.32,172
1622212304.0581985.jpg,48,240,1,person,227,1,278,1,0,25.5,15.07,1.00,16.67,1.00,0.57,0.32,172
1622212304.0581985.jpg,48,241,1,person,227,1,278,1,0,25.5,15.07,1.00,16.67,1.00,0.57,0.32,172
1622212304.0581985.jpg,48,242,1,person,227,1,278,1,0,25.5,15.07,1.00,16.67,1.00,0.57,0.32,172
1622212304.0581985.jpg,48,243,1,person,227,1,278,1,0,25.5,15.07,1.00,16.67,1.00,0.57,0.32,172
1622212304.0581985.jpg,48,244,1,person,227,1,278,1,0,25.5,15.07,1.00,16.67,1.00,0.57,0.32,172
1622212304.0581985.jpg,48,245,1,person,227,1,278,1,0,25.5,15.07,1.00,16.67,1.00,0.57,0.32,172
1622212304.0581985.jpg,48,246,1,person,227,1,278,1,0,25.5,15.07,1.00,16.67,1.00,0.57,0.32,172
1622212304.0581985.jpg,48,247,1,person,227,1,278,1,0,25.5,15.07,1.00,16.67,1.00,0.57,0.32,172
1622212304.0581985.jpg,48,248,1,person,227,1,278,1,0,25.5,15.07,1.00,16.67,1.00,0.57,0.32,172
1622212304.0581985.jpg,48,249,1,person,227,1,278,1,0,25.5,15.07,1.00,16.67,1.00,0.57,0.32,172
1622212304.0581985.jpg,48,250,1,person,227,1,278,1,0,25.5,15.07,1.00,16.67,1.00,0.57,0.32,172
1622212304.0581985.jpg,48,251,1,person,227,1,278,1,0,25.5,15.07,1.00,16.67,1.00,0.57,0.32,172
1622212304.0581985.jpg,48,252,1,person,227,1,278,1,0,25.5,15.07,1.00,16.67,1.00,0.57,0.32,172
1622212304.0581985.jpg,48,253,1,person,227,1,278,1,0,25.5,15.07,1.00,16.67,1.00,0.57,0.32,172
1622212304.0581985.jpg,48,254,1,person,227,1,278,1,0,25.5,15.07,1.00,16.67,1.00,0.57,0.32,172
1622212304.0581985.jpg,48,255,1,person,227,1,278,1,0,25.5,15.07,1.00,16.67,1.00,0.57,0.32,172
1622212304.0581985.jpg,48,256,1,person,227,1,278,1,0,25.5,15.07,1.00,16.67,1.00,0.57,0.32,172
1622212304.0581985.jpg,48,257,1,person,227,1,278,1,0,25.5,15.07,1.00,16.67,1.00,0.57,0.32,172
1622212304.0581985.jpg,48,258,1,person,227,1,278,1,0,25.5,15.07,1.00,16.67,1.00,0.57,0.32,172
1622212304.0581985.jpg,48,259,1,person,227,1,278,1,0,25.5,15.07,1.00,16.67,1.00,0.57,0.32,172
1622212304.0581985.jpg,48,260,1,person,227,1,278,1,0,25.5,15.07,1.00,16.67,1.00,0.57,0.32,172
1622212304.0581985.jpg,48,261,1,person,227,1,278,1,0,25.5,15.07,1.00,16.67,1.00,0.57,0.32,172
1622212304.0581985.jpg,48,262,1,person,227,1,278,1,0,25.5,15.07,1.00,16.67,1.00,0.57,0.32,172
1622212304.0581985.jpg,48,263,1,person,227,1,278,1,0,25.5,15.07,1.00,16.67,1.00,0.57,0.32,172
1622212304.0581985.jpg,48,264,1,person,227,1,278,1,0,25.5,15.07,1.00,16.67,1.00,0.57,0.32,172
1622212304.0581985.jpg,48,265,1,person,227,1,278,1,0,25.5,15.07,1.00,16.67,1.00,0.57,0.32,172
1622212304.0581985.jpg,48,266,1,person,227,1,278,1,0,25.5,15.07,1.00,16.67,1.00,0.57,0.32,172
1622212304.0581985.jpg,48,267,1,person,227,1,278,1,0,25.5,15.07,1.00,16.67,1.00,0.57,0.32,172
1622212304.0581985.jpg,48,268,1,person,227,1,278,1,0,25.5,15.07,1.00,16.67,1.00,0.57,0.32,172
1622212304.0581985.jpg,48,269,1,person,227,1,278,1,0,25.5,15.07,1.00,16.67,1.00,0.57,0.32,172
1622212304.0581985.jpg,48,270,1,person,227,1,278,1,0,25.5,15.07,1.00,16.67,1.00,0.57,0.32,172
1622212304.0581985.jpg,48,271,1,person,227,1,278,1,0,25.5,15.07,1.00,16.67,1.00,0.57,0.32,172
1622212304.0581985.jpg,48,272,1,person,227,1,278,1,0,25.5,15.07,1.00,16.67,1.00,0.57,0.32,172
1622212304.0581985.jpg,48,273,1,person,227,1,278,1,0,25.5,15.07,1.00,16.67,1.00,0.57,0.32,172
1622212304.0581985.jpg,48,274,1,person,227,1,278,1,0,25.5,15.07,1.00,16.67,1.00,0.57,0.32,172
1622212304.0581985.jpg,48,275,1,person,227,1,278,1,0,25.5,15.07,1.00,16.67,1.00,0.57,0.32,172
1622212304.0581985.jpg,48,276,1,person,227,1,278,1,0,25.5,15.07,1.00,16.67,1.00,0.57,0.32,172
1622212304.0581985.jpg,48,277,1,person,227,1,278,1,0,25.5,15.07,1.00,16.67,1.00,0.57,0.32,172
1622212304.0581985.jpg,48,278,1,person,227,1,278,1,0,25.5,15.07,1.00,16.67,1.00,0.57,0.32,172
1622212304.0581985.jpg,48,279,1,person,227,1,278,1,0,25.5,15.07,1.00,16.67,1.00,0.57,0.32,172
1622212304.0581985.jpg,48,280,1,person,227,1,278,1,0,25.5,15.07,1.00,16.67,1.00,0.57,0.32,172
1622212304.0581985.jpg,48,281,1,person,227,1,278,1,0,25.5,15.07,1.00,16.67,1.00,0.57,0.32,172
1622212304.0581985.jpg,48,282,1,person,227,1,278,1,0,25.5,15.07,1.00,16.67,1.00,0.57,0.32,172
1622212304.0581985.jpg,48,283,1,person,227,1,278,1,0,25.5,15.07,1.00,16.67,1.00,0.57,0.32,172
1622212304.0581985.jpg,48,284,1,person,227,1,278,1,0,25.5,15.07,1.00,16.67,1.00,0.57,0.32,172
1622212304.0581985.jpg,48,285,1,person,227,1,278,1,0,25.5,15.07,1.00,16.67,1.00,0.57,0.32,172
1622212304.0581985.jpg,48,286,1,person,227,1,278,1,0,25.5,15.07,1.00,16.67,1.00,0.57,0.32,172
1622212304.0581985.jpg,48,287,1,person,227,1,278,1,0,25.5,15.07,1.00,16.67,1.00,0.57,0.32,172
1622212304.0581985.jpg,48,288,1,person,227,1,278,1,0,25.5,15.07,1.00,16.67,1.00,0.57,0.32,172
1622212304.0581985.jpg,48,289,1,person,227,1,278,1,0,25.5,15.07,1.00,16.67,1.00,0.57,0.32,172
1622212304.0581985.jpg,48,290,1,person,227,1,278,1,0,25.5,15.07,1.00,16.67,1.00,0.57,0.32,172
1622212304.0581985.jpg,48,291,1,person,227,1,278,1,0,25.5,15.07,1.00,16.67,1.00,0.57,0.32,172
1622212304.0581985.jpg,48,292,1,person,227,1,278,1,0,25.5,15.07,1.00,16.67,1.00,0.57,0.32,172
1622212304.0581985.jpg,48,293,1,person,227,1,278,1,0,25.5,15.07,1.00,16.67,1.00,0.57,0.32,172
1622212304.0581985.jpg,48,294,1,person,227,1,278,1,0,25.5,15.07,1.00,16.67,1.00,0.57,0.32,172
1622212304.0581985.jpg,48,295,1,person,227,1,278,1,0,25.5,15.07,1.00,16.67,1.00,0.57,0.32,172
1622212304.0581985.jpg,48,296,1,person,227,1,278,1,0,25.5,15.07,1.00,16.67,1.00,0.57,0.32,172
1622212304.0581985.jpg,48,297,1,person,227,1,278,1,0,25.5,15.07,1.00,16.67,1.00,0.57,0.32,172
1622212304.0581985.jpg,48,298,1,person,227,1,278,1,0,25.5,15.07,1.00,16.67,1.00,0.57,0.32,172
1622212304.0581985.jpg,48,299,1,person,227,1,278,1,0,25.5,15.07,1.00,16.67,1.00,0.57,0.32,172
1622212304.0581985.jpg,48,300,1,person,227,1,278,1,0,25.5,15.07,1.00,16.67,1.00,0.57,0.32,172
1622212304.0581985.jpg,48,301,1,person,227,1,278,1,0,25.5,15.07,1.00,16.67,1.00,0.57,0.32,172
1622212304.0581985.jpg,48,302,1,person,227,1,278,1,0,25.5,15.07,1.00,16.67,1.00,0.57,0.32,172
1622212304.0581985.jpg,48,303,1,person,227,1,278,1,0,25.5,15.07,1.00,16.67,1.00,0.57,0.32,172
1622212304.0581985.jpg,48,304,1,person,227,1,278,1,0,25.5,15.07,1.00,16.67,1.00,0.57,0.32,172
1622212304.0581985.jpg,48,305,1,person,227,1,278,1,0,25.5,15.07,1.00,16.67,1.00,0.57,0.32,172
1622212304.0581985.jpg,48,306,1,person,227,1,278,1,0,25.5,15.07,1.00,16.67,1.00,0.57,0.32,172
1622212304.0581985.jpg,48,307,1,person,227,1,278,1,0,25.5,15.07,1.00,16.67,1.00,0.57,0.32,172
1622212304.0581985.jpg,48,308,1,person,227,1,278,1,0,25.5,15.07,1.00,16.67,1.00,0.57,0.32,172
1622212304.0581985.jpg,48,309,1,person,227,1,278,1,0,25.5,15.07,1.00,16.67,1.00,0.57,0.32,172
1622212304.0581985.jpg,48,310,1,person,227,1,278,1,0,25.5,15.07,1.00,16.67,1.00,0.57,0.32,172
1622212304.0581985.jpg,48,311,1,person,227,1,278,1,0,25.5,15.07,1.00,16.67,1.00,0.57,0.32,172
1622212304.0581985.jpg,48,312,1,person,227,1,278,1,0,25.5,15.07,1.00,16.67,1.00,0.57,0.32,172
1622212304.0581985.jpg,48,313,1,person,227,1,278,1,0,25.5,15.07,1.00,16.67,1.00,0.57,0.32,172
1622212304.0581985.jpg,48,314,1,person,227,1,278,1,0,25.5,15.07,1.00,16.67,1.00,0.57,0.32,172
1622212304.0581985.jpg,48,315,1,person,227,1,278,1,0,25.5,15.07,1.00,16.67,1.00,0.57,0.32,172
1622212304.0581985.jpg,48,316,1,person,227,1,278,1,0,25.5,15.07,1.00,16.67,1.00,0.57,0.32,172
1622212304.0581985.jpg,48,317,1,person,227,1,278,1,0,25.5,15.07,1.00,16.67,1.00,0.57,0.32,172
1622212304.0581985.jpg,48,318,1,person,227,1,278,1,0,25.5,15.07,1.00,16.67,1.00,0.57,0.32,172
1623701593.4904552.png,49,194,1,person,202,22,335,77,27.5,66.5,14.21,4.69,18.30,8.77,0.94,0.89,250
1623701593.4904552.png,49,197,1,person,222,341,295,365,12,36.5,14.90,18.47,17.18,19.10,0.88,0.78,250
1623701593.4904552.png,49,198,1,person,227,363,290,386,11.5,31.5,15.07,19.05,17.03,19.65,0.85,0.72,250
1622212346.5031703.jpg,49,319,1,person,112,368,224,427,29.5,56,10.58,19.18,14.97,20.66,0.81,0.65,195
1623701915.906993.png,50,201,1,person,235,367,282,382,7.5,23.5,15.33,19.16,16.79,19.54,0.85,0.72,250
1623701915.906993.png,50,202,1,person,241,251,282,268,8.5,20.5,15.52,15.84,16.79,16.37,0.85,0.72,250
1622212187.7790663.jpg,50,322,1,person,84,493,351,626,66.5,133.5,9.17,22.20,18.73,25.02,0.98,0.96,180
1623702032.409787.png,51,203,1,person,189,69,337,117,24,74,13.75,8.31,18.36,10.82,0.95,0.90,250
1623702032.409787.png,51,206,1,person,244,294,278,307,6.5,17,15.62,17.15,16.67,17.52,0.86,0.75,250
1623702032.409787.png,51,207,1,person,243,279,282,291,6,19.5,15.59,16.70,16.79,17.06,0.81,0.66,250
1623701446.5732596.png,52,209,1,person,206,446,299,488,21,46.5,14.35,21.12,17.29,22.09,0.92,0.85,250
1623701446.5732596.png,52,210,1,person,222,412,290,434,11,34,14.90,20.30,17.03,20.83,0.91,0.84,250
1623701118.976953.png,53,212,1,person,186,474,314,520,23,64,13.64,21.77,17.72,22.80,0.95,0.90,250
1623701118.976953.png,53,214,1,person,213,146,317,181,17.5,52,14.59,12.08,17.80,13.45,0.91,0.83,250
1622212348.6559699.jpg,53,331,1,person,57,443,362,562,59.5,152.5,7.55,21.05,19.03,23.71,0.97,0.95,110
1623701582.943603.png,54,217,1,person,226,92,310,128,18,42,15.03,9.59,17.61,11.31,0.92,0.85,250
1623701582.943603.png,54,219,1,person,231,305,290,321,8,29.5,15.20,17.46,17.03,17.92,0.81,0.65,250
1622212307.656205.jpg,54,334,1,person,73,410,344,498,44,135.5,8.54,20.25,18.55,22.32,0.97,0.94,138
1622212307.656205.jpg,54,335,1,person,99,275,349,377,51,125,9.95,16.58,18.68,19.42,0.97,0.94,130
1622212307.656205.jpg,54,336,1,person,186,120,326,205,42.5,70,13.64,10.95,18.06,14.32,0.93,0.86,172
1622212307.656205.jpg,54,337,1,person,115,0,413,112,56,149,10.72,0.00,20.32,10.58,0.85,0.73,120
1622212307.656205.jpg,54,338,1,person,86,22,192,114,46,53,9.27,4.69,13.86,10.68,0.77,0.59,146
1623702053.6965914.png,55,222,1,person,238,375,276,389,7,19,15.43,19.36,16.61,19.72,0.89,0.79,250
1622212161.3730853.jpg,55,341,1,person,90,512,316,581,34.5,113,9.49,22.63,17.78,24.10,0.90,0.81,230
1623701107.5337512.png,56,223,1,person,199,208,322,263,27.5,61.5,14.11,14.42,17.94,16.22,0.94,0.88,250
1623701107.5337512.png,56,226,1,person,215,177,315,219,21,50,14.66,13.30,17.75,14.80,0.88,0.77,250
1622212343.0055885.jpg,56,343,1,person,0,267,485,521,127,242.5,0.00,16.34,22.02,22.83,0.91,0.82,60
1622212343.0055885.jpg,56,344,1,person,164,430,224,467,18.5,30,12.81,20.74,14.97,21.61,0.66,0.43,240
1623702146.6598992.png,57,229,1,person,244,267,280,279,6,18,15.62,16.34,16.73,16.70,0.85,0.72,250
1623702146.6598992.png,57,230,1,person,246,289,281,302,6.5,17.5,15.68,17.00,16.76,17.38,0.84,0.71,250
1622212118.941059.jpg,57,346,1,person,171,272,329,385,56.5,79,13.08,16.49,18.14,19.62,0.94,0.88,168
1622212118.941059.jpg,57,347,1,person,98,511,320,585,37,111,9.90,22.61,17.89,24.19,0.92,0.84,148
1622212118.941059.jpg,57,348,1,person,109,554,388,638,42,139.5,10.44,23.54,19.70,25.26,0.85,0.73,140
1622212118.941059.jpg,57,351,1,person,178,345,247,387,21,34.5,13.34,18.57,15.72,19.67,0.76,0.58,250
1623702161.8385825.png,58,232,1,person,234,268,289,289,10.5,27.5,15.30,16.37,17.00,17.00,0.91,0.83,250
1623702161.8385825.png,58,233,1,person,227,346,291,366,10,32,15.07,18.60,17.06,19.13,0.91,0.82,250
1622212167.3629334.jpg,58,355,1,person,1,67,477,324,128.5,238,1.00,8.19,21.84,18.00,0.96,0.91,60
1622212167.3629334.jpg,58,357,1,person,0,553,390,638,42.5,195,0.00,23.52,19.75,25.26,0.56,0.31,100
1622212329.564324.jpg,59,358,1,person,48,334,389,497,81.5,170.5,6.93,18.28,19.72,22.29,0.96,0.92,85
1623702149.8760235.png,60,241,1,person,243,269,281,282,6.5,19,15.59,16.40,16.76,16.79,0.86,0.75,250
1622212135.4969633.jpg,60,362,1,person,0,439,420,584,72.5,210,0.00,20.95,20.49,24.17,0.95,0.90,96
1622212135.4969633.jpg,60,363,1,person,151,69,304,161,46,76.5,12.29,8.31,17.44,12.69,0.88,0.77,141
1622212135.4969633.jpg,60,364,1,person,208,0,473,256,128,132.5,14.42,0.00,21.75,16.00,0.75,0.57,60
1623702161.0818896.png,61,242,1,person,229,341,291,364,11.5,31,15.13,18.47,17.06,19.08,0.93,0.86,250
1623702161.0818896.png,61,244,1,person,236,268,290,287,9.5,27,15.36,16.37,17.03,16.94,0.92,0.84,250
1622212344.386428.jpg,61,366,1,person,138,392,221,444,26,41.5,11.75,19.80,14.87,21.07,0.91,0.83,235
1623700979.9832902.png,62,248,1,person,189,57,347,97,20,79,13.75,7.55,18.63,9.85,0.87,0.75,240
1623700979.9832902.png,62,249,1,person,150,353,357,402,24.5,103.5,12.25,18.79,18.89,20.05,0.80,0.64,180
1622212215.4673913.jpg,62,369,1,person,88,126,379,231,52.5,145.5,9.38,11.22,19.47,15.20,0.97,0.94,100
1622212215.4673913.jpg,62,370,1,person,0,215,478,474,129.5,239,0.00,14.66,21.86,21.77,0.96,0.93,60
1622212215.4673913.jpg,62,373,1,person,35,536,455,639,51.5,210,5.92,23.15,21.33,25.28,0.65,0.43,100
1623701662.1964254.png,63,251,1,person,222,265,295,304,19.5,36.5,14.90,16.28,17.18,17.44,0.92,0.84,250
1622212193.897863.jpg,63,374,1,person,175,448,260,475,13.5,42.5,13.23,21.17,16.12,21.79,0.92,0.85,250
1623702169.532901.png,64,253,1,person,219,261,303,296,17.5,42,14.80,16.16,17.41,17.20,0.94,0.88,250
1623702169.532901.png,64,255,1,person,199,377,314,411,17,57.5,14.11,19.42,17.72,20.27,0.92,0.84,250
1622212140.6278753.jpg,64,375,1,person,0,283,478,474,95.5,239,0.00,16.82,21.86,21.77,0.98,0.96,60
1623701108.2890635.png,65,258,1,person,200,245,314,290,22.5,57,14.14,15.65,17.72,17.03,0.93,0.86,250
1623701108.2890635.png,65,259,1,person,214,149,317,194,22.5,51.5,14.63,12.21,17.80,13.93,0.91,0.83,250
1622212206.6093678.jpg,65,376,1,person,67,455,359,545,45,146,8.19,21.33,18.95,23.35,0.94,0.88,148
1622212206.6093678.jpg,65,377,1,person,0,262,452,387,62.5,226,0.00,16.19,21.26,19.67,0.92,0.84,68
1623701921.9523158.png,66,262,1,person,241,277,280,289,6,19.5,15.52,16.64,16.73,17.00,0.85,0.72,250
1622212336.2128537.jpg,66,380,1,person,93,465,473,640,87.5,190,9.64,21.56,21.75,25.30,0.90,0.81,82
1622212336.2128537.jpg,66,381,1,person,173,345,250,381,18,38.5,13.15,18.57,15.81,19.52,0.73,0.53,250
1623701588.9728453.png,67,265,1,person,223,244,300,268,12,38.5,14.93,15.62,17.32,16.37,0.88,0.77,250
1623701588.9728453.png,67,267,1,person,221,418,288,445,13.5,33.5,14.87,20.45,16.97,21.10,0.86,0.74,250
1622212352.3759818.jpg,67,383,1,person,0,360,415,481,60.5,207.5,0.00,18.97,20.37,21.93,0.93,0.86,89
1623701467.6168697.png,68,269,1,person,224,361,293,395,17,34.5,14.97,19.00,17.12,19.87,0.90,0.80,250
1623701467.6168697.png,68,270,1,person,219,221,306,245,12,43.5,14.80,14.87,17.49,15.65,0.88,0.78,250
1622212160.6137435.jpg,68,385,1,person,106,374,316,433,29.5,105,10.30,19.34,17.78,20.81,0.93,0.86,230
1623700999.594081.png,69,272,1,person,157,203,361,276,36.5,102,12.53,14.25,19.00,16.61,0.95,0.91,180
1623700999.594081.png,69,275,1,person,172,501,328,544,21.5,78,13.11,22.38,18.11,23.32,0.91,0.82,240
1622212171.6733267.jpg,69,391,1,person,84,287,352,411,62,134,9.17,16.94,18.76,20.27,0.78,0.61,110
1623701083.6526291.png,70,276,1,person,221,86,317,124,19,48,14.87,9.27,17.80,11.14,0.94,0.89,250
1623701083.6526291.png,70,279,1,person,177,571,312,607,18,67.5,13.30,23.90,17.66,24.64,0.79,0.63,250
1622212219.1808152.jpg,70,392,1,person,69,101,365,223,61,148,8.31,10.05,19.10,14.93,0.97,0.94,137
1622212219.1808152.jpg,70,393,1,person,0,489,480,639,75,240,0.00,22.11,21.91,25.28,0.96,0.92,90
1623702158.544281.png,71,281,1,person,239,271,282,289,9,21.5,15.46,16.46,16.79,17.00,0.90,0.81,250
1623702158.544281.png,71,283,1,person,234,333,287,350,8.5,26.5,15.30,18.25,16.94,18.71,0.87,0.76,250
1622212354.6380515.jpg,71,394,1,person,0,250,460,386,68,230,0.00,15.81,21.45,19.65,0.88,0.78,70
1623701572.9915674.png,72,285,1,person,226,176,304,207,15.5,39,15.03,13.27,17.44,14.39,0.92,0.84,250
1623701572.9915674.png,72,286,1,person,227,360,290,383,11.5,31.5,15.07,18.97,17.03,19.57,0.90,0.81,250
1622212115.1449425.jpg,72,395,1,person,182,273,304,347,37,61,13.49,16.52,17.44,18.63,0.93,0.87,222
1622212115.1449425.jpg,72,399,1,person,195,348,271,379,15.5,38,13.96,18.65,16.46,19.47,0.77,0.60,250
1622212115.1449425.jpg,72,400,1,person,26,497,396,640,71.5,185,5.10,22.29,19.90,25.30,0.72,0.53,60
1622212115.1449425.jpg,72,401,1,person,125,463,315,510,23.5,95,11.18,21.52,17.75,22.58,0.70,0.50,162
1622212115.1449425.jpg,72,403,1,person,276,0,330,77,38.5,27,16.61,0.00,18.17,8.77,0.64,0.41,192
1623701800.6680062.png,73,289,1,person,233,320,286,339,9.5,26.5,15.26,17.89,16.91,18.41,0.87,0.76,250
1622212328.80354.jpg,73,404,1,person,53,370,382,520,75,164.5,7.28,19.24,19.54,22.80,0.95,0.90,110
1623700876.112244.png,74,291,1,person,101,412,402,523,55.5,150.5,10.05,20.30,20.05,22.87,0.95,0.91,120
1622212112.1873314.jpg,74,408,1,person,93,361,400,552,95.5,153.5,9.64,19.00,20.00,23.49,0.94,0.88,76
1622212112.1873314.jpg,74,410,1,person,192,208,299,285,38.5,53.5,13.86,14.42,17.29,16.88,0.90,0.82,240
1622212112.1873314.jpg,74,411,1,person,145,570,274,635,32.5,64.5,12.04,23.87,16.55,25.20,0.89,0.80,250
1622212112.1873314.jpg,74,412,1,person,165,516,258,551,17.5,46.5,12.85,22.72,16.06,23.47,0.88,0.77,250
1622212112.1873314.jpg,74,414,1,person,202,271,264,303,16,31,14.21,16.46,16.25,17.41,0.77,0.59,250
1623701445.8169427.png,75,295,1,person,207,463,299,491,14,46,14.39,21.52,17.29,22.16,0.90,0.81,250
1623701445.8169427.png,75,296,1,person,224,399,290,420,10.5,33,14.97,19.97,17.03,20.49,0.88,0.77,250
1622212322.7934852.jpg,75,419,1,person,0,141,477,372,115.5,238.5,0.00,11.87,21.84,19.29,0.96,0.92,60
1622212322.7934852.jpg,75,420,1,person,98,356,337,471,57.5,119.5,9.90,18.87,18.36,21.70,0.96,0.91,130
1623701573.754581.png,76,299,1,person,226,167,304,192,12.5,39,15.03,12.92,17.44,13.86,0.90,0.81,250
1623701573.754581.png,76,300,1,person,228,340,290,365,12.5,31,15.10,18.44,17.03,19.10,0.89,0.80,250
1622212334.7500672.jpg,76,426,1,person,43,0,479,120,60,218,6.56,0.00,21.89,10.95,0.82,0.68,92
1622212334.7500672.jpg,76,427,1,person,169,465,257,502,18.5,44,13.00,21.56,16.03,22.41,0.81,0.65,250
1623701456.1126049.png,77,304,1,person,218,238,306,273,17.5,44,14.76,15.43,17.49,16.52,0.91,0.83,250
1623701456.1126049.png,77,305,1,person,229,290,293,308,9,32,15.13,17.03,17.12,17.55,0.84,0.70,250
1622212178.4504948.jpg,77,430,1,person,77,396,351,503,53.5,137,8.77,19.90,18.73,22.43,0.95,0.91,135
1622212178.4504948.jpg,77,431,1,person,14,0,318,72,36,152,3.74,0.00,17.83,8.49,0.58,0.34,61
1623701795.054909.png,78,308,1,person,239,243,289,256,6.5,25,15.46,15.59,17.00,16.00,0.82,0.67,250
1623701795.054909.png,78,309,1,person,227,380,282,402,11,27.5,15.07,19.49,16.79,20.05,0.80,0.64,250
1622212208.8212051.jpg,78,432,1,person,26,504,369,619,57.5,171.5,5.10,22.45,19.21,24.88,0.97,0.93,126
1622212208.8212051.jpg,78,433,1,person,126,247,324,327,40,99,11.22,15.72,18.00,18.08,0.95,0.90,164
1622212208.8212051.jpg,78,434,1,person,131,151,329,234,41.5,99,11.45,12.29,18.14,15.30,0.94,0.88,170
1622212208.8212051.jpg,78,435,1,person,174,398,324,503,52.5,75,13.19,19.95,18.00,22.43,0.91,0.82,174
1622212208.8212051.jpg,78,436,1,person,181,386,287,424,19,53,13.45,19.65,16.94,20.59,0.74,0.55,250
1623702154.8899555.png,79,311,1,person,240,272,280,287,7.5,20,15.49,16.49,16.73,16.94,0.90,0.82,250
1623702154.8899555.png,79,313,1,person,237,326,281,343,8.5,22,15.39,18.06,16.76,18.52,0.88,0.78,250
1622212119.6974561.jpg,79,438,1,person,91,519,319,597,39,114,9.54,22.78,17.86,24.43,0.94,0.89,144
1622212119.6974561.jpg,79,439,1,person,169,274,332,399,62.5,81.5,13.00,16.55,18.22,19.97,0.93,0.86,164
1622212119.6974561.jpg,79,442,1,person,177,346,249,390,22,36,13.30,18.60,15.78,19.75,0.75,0.57,250
1622212119.6974561.jpg,79,443,1,person,98,567,363,640,36.5,132.5,9.90,23.81,19.05,25.30,0.68,0.46,132
1623701572.2356825.png,80,314,1,person,225,193,304,224,15.5,39.5,15.00,13.89,17.44,14.97,0.93,0.87,250
1622212342.2776651.jpg,80,445,1,person,1,4,479,270,133,239,1.00,2.00,21.89,16.43,0.94,0.89,65
1622212342.2776651.jpg,80,446,1,person,153,392,225,435,21.5,36,12.37,19.80,15.00,20.86,0.84,0.70,250
1623701642.9453893.png,81,317,1,person,224,216,301,252,18,38.5,14.97,14.70,17.35,15.87,0.94,0.88,250
1623701642.9453893.png,81,320,1,person,228,367,290,389,11,31,15.10,19.16,17.03,19.72,0.89,0.79,250
1622212334.0222983.jpg,81,449,1,person,0,0,467,175,87.5,233.5,0.00,0.00,21.61,13.23,0.96,0.92,90
1622212334.0222983.jpg,81,451,1,person,172,488,259,520,16,43.5,13.11,22.09,16.09,22.80,0.74,0.54,250
1623702168.02605.png,82,321,1,person,209,363,308,406,21.5,49.5,14.46,19.05,17.55,20.15,0.95,0.91,250
1623702168.02605.png,82,323,1,person,221,262,300,293,15.5,39.5,14.87,16.19,17.32,17.12,0.92,0.85,250
1622212297.5229828.jpg,82,454,1,person,140,141,318,210,34.5,89,11.83,11.87,17.83,14.49,0.96,0.93,198
1622212297.5229828.jpg,82,455,1,person,123,225,311,284,29.5,94,11.09,15.00,17.64,16.85,0.95,0.91,186
1622212297.5229828.jpg,82,456,1,person,94,358,318,425,33.5,112,9.70,18.92,17.83,20.62,0.94,0.88,174
1622212297.5229828.jpg,82,457,1,person,194,20,311,71,25.5,58.5,13.93,4.47,17.64,8.43,0.89,0.80,236
1622212297.5229828.jpg,82,459,1,person,220,0,446,72,36,113,14.83,0.00,21.12,8.49,0.70,0.49,104
1622212297.5229828.jpg,82,461,1,person,169,0,254,25,12.5,42.5,13.00,0.00,15.94,5.00,0.56,0.32,240
1623701600.2520475.png,83,325,1,person,237,255,292,277,11,27.5,15.39,15.97,17.09,16.64,0.94,0.88,250
1623701600.2520475.png,83,327,1,person,214,440,294,471,15.5,40,14.63,20.98,17.15,21.70,0.93,0.86,250
1623701600.2520475.png,83,329,1,person,233,280,292,297,8.5,29.5,15.26,16.73,17.09,17.23,0.82,0.68,250
1622212321.2624981.jpg,83,462,1,person,3,106,445,296,95,221,1.73,10.30,21.10,17.20,0.98,0.97,76
1622212321.2624981.jpg,83,463,1,person,0,475,476,640,82.5,238,0.00,21.79,21.82,25.30,0.96,0.93,82
1622212321.2624981.jpg,83,464,1,person,105,362,329,467,52.5,112,10.25,19.03,18.14,21.61,0.95,0.90,143
1622212321.2624981.jpg,83,465,1,person,268,0,477,75,37.5,104.5,16.37,0.00,21.84,8.66,0.68,0.46,95
1623702044.476817.png,84,331,1,person,215,0,322,48,24,53.5,14.66,0.00,17.94,6.93,0.92,0.85,250
1623702044.476817.png,84,332,1,person,236,376,279,393,8.5,21.5,15.36,19.39,16.70,19.82,0.87,0.75,250
1623702044.476817.png,84,334,1,person,242,288,282,301,6.5,20,15.56,16.97,16.79,17.35,0.82,0.68,250
1622212327.305202.jpg,84,469,1,person,76,307,363,441,67,143.5,8.72,17.52,19.05,21.00,0.96,0.93,100
1623701809.5074563.png,86,340,1,person,237,239,291,260,10.5,27,15.39,15.46,17.06,16.12,0.91,0.82,250
